GeneNames,D1,D2,D3,D4,D5,L1,L2,L3,L4,L5,U1,U2,U3,U4,U5
PSMD8,212.4754571,249.637326,199.5260638,199.9526163,204.8014544,300.922611,303.0975515,319.4810711,335.7275208,293.3108569,327.954415,271.5409904,288.6009848,295.4126094,326.1658269
PSMD9,13.08353176,16.33468728,19.54269166,19.66671014,20.06769661,14.34721951,16.49767642,15.1438615,14.53161741,13.37523928,28.04144578,29.36711436,28.4634284,22.63583824,28.73550447
PSME1,127.267238,104.5151929,101.4162609,113.6289404,116.2404606,122.4456593,98.95732528,88.25772887,102.971135,126.1586102,51.81359974,47.904448,43.92023284,41.90669751,55.09833895
PSME2,265.0067718,175.577593,233.873003,245.3007635,202.7756741,165.7814213,153.161759,165.7421115,172.6515853,182.1484938,85.75100573,72.84594342,65.07330478,46.07183146,72.7037569
PSME3,60.10924713,60.38310651,50.15571403,47.29132291,48.172643,54.95986871,79.14995154,93.21392137,78.0648667,60.16266801,40.94177096,44.82247087,47.05024415,66.12336671,21.02860366
PSME4,12.38503077,10.59189076,12.77840586,13.70001692,15.0971923,19.02815857,19.32959915,21.52856896,23.47966881,26.29301862,17.56577966,12.12141297,12.9054347,13.04274124,11.36138409
PSMF1,37.87638697,39.19916792,31.67473219,33.17201539,38.55916595,60.2041405,67.6752631,78.56785349,70.77653986,61.99538289,24.33626215,23.92881046,26.64338607,41.37999998,21.83051591
PSMG1,44.8901095,41.01897892,40.31965859,36.13019069,28.43549842,27.71690598,40.0007217,36.62151358,37.98182156,33.20188052,42.69758625,40.44907689,40.94555572,28.51917843,24.46718977
PSMG2,38.99964016,33.52740369,35.90246193,26.97902832,23.04965376,61.49509301,71.65116491,75.14287742,85.09588438,72.72560359,41.99762582,36.62307531,31.44223002,32.590753,30.29297828
PSMG3,22.20840892,20.30456039,27.1943098,24.14747978,24.77013086,19.13233751,25.57279931,27.0410925,20.67106577,17.05761675,13.22501115,12.37476985,9.068381405,9.619357797,12.92520683
PSMG3-AS1,3.551543173,2.752375944,3.022932761,5.531669177,6.897736101,0.219289855,0.293304805,0.226658216,0.181875268,0.131796045,0.260594537,0.811595842,0.962511001,0.833122163,0.514821831
PSMG4,18.28178718,18.32996463,16.42044151,17.48762081,12.56554376,16.48666006,25.79595398,18.05495162,17.21798026,22.23558653,11.8441405,9.25801437,9.922027657,6.563402225,7.394048263
PSORS1C1,0.662326306,0.644989194,0.408988304,0.55436032,0.562273586,0.506964148,0.192047453,0.116444146,0.239255874,0.348420972,0.018129408,0.053140934,0.056388481,0.038639878,0.053723776
PSORS1C2,0.048930542,0.063532976,0.05859829,0.078008307,0.106950906,0.088777207,0.030267412,0.030586737,0.029005877,0.028901303,0,0,0,0,0
PSORS1C3,0,0,0,0,0,0.098536783,0.075588323,0.101847718,0.024145942,0.04811778,0.071355882,0,0,0,0
PSPC1,21.05870126,25.29370698,19.14018401,16.81518468,10.82123957,16.10979963,25.73116812,16.71838236,15.28010105,12.77756786,7.604496105,13.63208731,8.666070832,7.568078719,3.724757249
PSPH,23.36351745,14.40784201,24.85668635,39.60640129,31.25855558,10.62154872,6.962726657,14.27197653,17.36748779,11.36369086,11.42092777,8.608379764,9.714420089,8.395452931,6.814887145
PSPN,0.239319869,0.466110822,1.289722237,1.831389931,2.466034221,1.08552597,0.444114832,0.224400148,0.212802138,1.272209596,0.419247368,1.433714582,0.869332393,1.340336133,3.520066944
PSRC1,14.16938206,14.66475555,11.87067907,9.238505349,4.404589358,34.18158511,17.86385571,24.48681229,32.26111598,36.02920524,34.17244177,21.75163692,16.79137079,29.41788482,15.55807027
PSTK,1.585739623,1.865945989,1.721015634,1.327247787,1.299773232,2.277695639,3.065329513,4.956270555,3.348827077,1.873265243,1.331098107,3.392796356,1.620061554,0.986789087,1.257669598
PSTPIP1,0.182295943,0.118349432,0,0.116251302,0.056922427,1.157621279,1.240409135,0.626747798,1.458870505,1.184423705,0.159675615,0.052004587,0,0.170161272,0.052574965
PSTPIP2,4.398452271,3.484733286,3.314509379,3.993447487,4.294876157,0.169074977,0.138345295,0.174756067,0.265158219,0.198151693,0.391796648,0.127603849,0.101551477,0.069587557,0.129003387
PTAFR,0.049732918,0.096862209,0.178677601,0.309221281,0.279526411,0.203024248,0.069218427,0.139897379,0.154777994,0.110157129,0.043561772,0.042562766,0.06774579,0,0
PTAR1,9.095178868,10.23317534,12.36957956,13.5704108,13.13191494,4.55784825,5.421439796,5.82565199,6.033134332,5.057510966,8.094298109,8.964440165,8.106820802,3.130006919,6.384685792
PTBP1,164.0120842,205.6874177,157.2494132,124.5831467,103.4670502,177.6477641,210.5488049,249.2680066,205.7750623,199.9804139,121.7232535,120.4900801,134.9044369,139.0485375,85.33945613
PTBP2,2.877811125,2.519084303,2.933322649,3.618846992,2.392913663,4.018688138,4.350376142,6.48829274,6.641734192,4.583750007,2.237489289,2.020138041,2.407871177,1.267667307,0.979182336
PTBP3,5.119887317,5.71908468,6.541338359,6.521240578,5.745058723,11.31354308,11.25405539,10.80799847,12.93955365,12.15304714,6.115339465,6.267992799,6.564019134,2.61954812,4.678527016
PTCD1,0.040951738,0,0.036782269,0.039172782,0.03836189,0,0.018998918,0.038398717,0.018207049,0,0,0,0.018594712,0,0
PTCD2,4.180757651,3.236178843,3.514385771,4.768210481,5.272023619,5.008285436,3.7299944,5.176568886,6.767775835,3.941550938,3.239448459,4.770672854,2.433758661,1.951231132,3.431747735
PTCD3,10.0265927,9.470722636,11.27597218,9.879245871,9.533618917,8.928846042,10.20418789,10.01363166,9.704460068,9.091084327,8.342580593,8.294515464,6.262833738,4.796767246,5.011017223
PTCH1,1.716034357,0.829458684,0.900039521,1.329965787,0.880023627,3.03394798,1.871189679,2.795289228,2.260990199,2.474793319,0.54857626,0.150078802,0.36400094,0.584600436,0.812811651
PTCH2,0.243244839,0.23687764,0.152935341,0.25594603,0.250647846,0.507531413,0.541678255,0.593009109,0.410955186,0.668088488,0.106530811,0.22899301,0.198807726,0.090821223,0.126275219
PTCHD1,0.021304037,0.041492761,0.057404949,0.122271497,0.039913476,0.05797952,0.079069396,0.079903587,0,0.05662547,0,0,0,0,0
PTCHD2,0,0,0.019417567,0.020679532,0.040502916,0.039223838,0.020059272,0.020270899,0,0,0,0,0,0,0.018704749
PTCHD3P1,6.35197283,4.937710313,5.304883208,5.543055138,6.73319432,3.133912938,4.652997463,5.172295842,4.112246156,3.406289311,8.736116255,10.9677495,12.34641077,9.205783688,6.074318655
PTCHD4,1.415255512,1.908290297,2.757444577,4.290429771,3.548937934,0.21727294,0.262634259,0.22457353,0.367851329,0.308652743,0.896356866,0.857166592,0.375683581,0.4268001,0.659345108
PTCRA,0,0,0,0,0.090248805,0,0,0,0,0,0,0,0,0,0
PTCSC3,0,0.095285676,0,0,0.091658942,0.355057453,0.1815782,0.183493871,0,0,0.599938617,0.418700129,0,0,0.253975418
PTDSS1,41.18949172,43.22377441,53.65404174,44.13684473,35.00024535,26.54423128,44.02430164,50.27145818,37.46609395,32.46522403,31.70173131,36.86915488,46.3172071,28.90929468,21.2657756
PTDSS2,14.89098143,12.70538032,17.76414352,17.68386746,16.10858115,8.573657259,7.74258355,10.41794894,7.665837992,8.618504557,21.52333682,21.73993819,23.4871746,17.51454776,21.34016766
PTEN,18.06522015,17.84959922,14.4737433,20.72100335,18.67403474,22.21365393,23.96478702,20.86411649,21.10481602,23.90937551,24.17145873,29.37359166,19.91177872,27.52280092,25.75742046
PTENP1,0.201439267,0.056047536,0.155082761,0.220215639,0.053914272,0.182740828,0.160207878,0.16189809,0.332649346,0.280457745,0.025206218,0.098512647,0.052266474,0.080584416,0
PTER,0.028865469,0.028109884,0,0,0,0,0,0,0,0,0.657375579,0.617596093,0.629125056,0.350272221,0.874117701
PTGDR,0,0,0,0,0,0,0,0,0,0,0.06711948,0,0,0.14305423,0
PTGDR2,0.038735278,0,0.034791476,0,0,0.070279413,0.035941252,0.108961309,0,0.171595281,0.067857564,0.033150691,0.070353189,0.036156834,0
PTGDS,0,0.540734475,0,0,0.52015321,0.377795122,0.12880424,0.39048942,0,0.122990706,0.121592063,0.35641075,0.756383418,0.259153661,0
PTGER1,0.158648358,0.849725604,0.498734954,1.138174689,2.08061284,0.215882927,0,0.148757874,0.070534699,0,0.138962358,0.203663286,0.216109548,0.074043903,0.068632344
PTGER2,0.045488159,0.265784742,0.122570455,0.04351214,0,3.301260576,5.064844696,7.720071426,4.125682124,1.934497884,7.4109332,9.421057044,9.459778309,8.492040875,5.74611697
PTGER3,0,0.010677928,0,0,0,0,0,0,0,0,0,0,0.009957577,0,0.00948702
PTGER4,2.639804642,1.638824363,1.333707202,1.136308828,0.958233065,6.825085645,8.174846158,7.425700439,5.868255673,5.145447241,1.416248538,1.609691175,1.767994575,1.570853545,1.284746847
PTGER4P2-CDK2AP2P2,1.947114204,2.251673816,1.502935427,2.095347346,1.595978864,0.358794899,0.084687484,0.199688876,0.351683533,0.269550481,0.159891102,0.416598153,0.690714503,0.312383334,0.184260708
PTGES,32.04341711,101.7222312,144.3012978,130.0272759,87.51002882,1.258894247,0.117055448,0.059145198,0.616971391,0.111772192,7.514076502,37.30259666,41.52983757,28.02630103,36.62021387
PTGES2,30.92350359,29.20836161,25.68670185,30.60325104,34.06445605,15.14443075,15.48987889,18.87988421,17.65599321,15.73834536,29.32656095,25.86820599,29.39161178,26.39090881,34.03773527
PTGES3,218.614953,229.621371,175.2204783,132.584124,138.2714374,219.3498985,212.8354272,221.1488051,241.4722279,196.6616254,135.9894264,118.1688895,120.4752455,168.532928,90.40040275
PTGES3L,0.337147532,0.328322329,0.151410562,0.215001161,0.315825827,1.223408331,0.677795393,0.737634384,0.849405143,0.896127696,0,0.144269955,0.051028858,0.052450841,0
PTGES3L-AARSD1,0.099181397,0,0,0,0,0,0.046013657,0,0,0.131810541,0,0,0,0,0
PTGFR,1.203782025,1.17227172,1.752321927,1.250755694,1.419287501,0,0,0,0,0,0.01817948,0.159863117,0.282721108,0.058119897,0.323232939
PTGFRN,24.90445695,19.77982132,22.53318525,21.68714266,18.18703877,11.65326226,7.266901038,10.89524646,11.11314255,8.770914484,74.48232362,88.71657592,100.2867,135.2098888,126.0404138
PTGIR,0.594398965,0,0.242673048,0.568578094,0.354332556,0.049020396,0,0,0.048048805,0.191502307,0.047331139,0.184982761,0.09814371,0.15131791,0.046752905
PTGIS,0.040235466,0,0,0.019243813,0.037690916,0.073001282,0.018666615,0,0.017888597,0,0.017621409,0.051651888,0.054808436,0,0
PTGR1,58.85994827,53.07593293,66.46891674,86.7094368,74.00745146,137.4436849,107.5716203,85.39790793,85.81145065,133.7275296,39.35545186,35.70190728,31.20217411,39.73952238,54.20202387
PTGR2,3.994169164,2.784147221,2.832241577,3.820661248,3.977881859,9.726004967,5.851680883,4.849001775,8.673373816,9.014608613,5.450372164,4.173945218,3.779942201,4.866405042,8.148433264
PTGS1,0.039571584,0.115607265,0.088856587,0.037852583,0.129741568,8.328425048,13.1264114,12.24451991,8.05779385,6.153032666,0.051991972,0.270931395,0.215616407,0.092343678,0.171189329
PTGS2,0.175614869,0.415329329,0.360536641,0.287976182,0.376019948,49.18237183,59.5922435,52.17580626,38.41436178,4.645561258,11.44886834,61.81456477,63.74675323,37.63248008,162.1897309
PTH1R,0.315152819,0.153451675,0.283065784,0.301462485,0.196814728,1.19124588,0.04873674,0.246254589,0.653875721,0.744592382,0.184031231,0.134858122,0.09539971,0.196116284,0.090891482
PTH2R,0,0,0.032575031,0,0,0,0,0,0,0,0,0,0,0,0
PTHLH,41.3889158,83.39789409,35.8321882,21.81793326,19.00559806,1.3174394,2.100499916,1.361706694,0.911525337,0.983925648,0.972736505,3.692049823,2.598855848,2.591536612,1.736926241
PTK2,36.06063584,39.06557638,32.21571491,37.65726917,40.69892568,34.70591562,31.62306824,21.43271278,28.22316832,37.87302586,31.98772134,19.99604228,21.15228119,28.95140398,35.18891963
PTK2B,8.022918441,9.183595754,9.903080524,7.360243694,10.46022151,0.936376283,0.674768019,0.219963516,0.375470661,0.581959769,1.931504472,1.766748982,1.725593139,2.080240731,1.704938833
PTK6,0.223207244,0.217364551,0.200481575,0.384319897,0.543637355,2.389360885,1.408327707,1.506902537,1.984748652,3.005941564,0.430122894,0.343848154,0.081080308,0.250019136,0.193121902
PTK7,6.99744167,5.481048104,5.715708972,5.068606426,4.179944644,22.70067729,16.91397254,15.95133763,19.81601445,21.45172579,0,0,0.023023817,0.023665404,0.065807396
PTMA,1275.217011,1371.249766,889.9671127,594.2329267,378.4483062,1910.935095,1586.426014,1702.112861,1882.360615,1499.433397,581.6807144,358.6198866,373.3271257,778.3571786,223.5758022
PTMS,312.8705643,295.899309,214.9877249,236.1794295,243.7777172,455.9752779,296.7600411,207.2491469,234.01481,333.3869497,253.7861082,243.4361872,281.4561895,518.9455164,200.4806864
PTN,100.9734673,78.7211399,80.47031985,70.83522873,56.45194171,68.70051463,49.34978144,63.27866302,72.91799544,35.68115612,84.41810332,66.93478475,67.77880825,59.45236593,78.27374445
PTOV1,37.93219921,33.90956228,34.98371567,40.74842595,46.85465019,45.04932774,34.86301433,31.30382061,38.88959068,50.0402441,93.7017868,82.48979256,100.8425576,80.92279403,118.3363681
PTOV1-AS1,4.408031327,3.321690597,5.043306297,4.618120837,2.900314244,6.093499968,4.479605193,3.591969404,5.039487498,5.067812573,7.814044873,5.299480516,5.003821404,3.918673611,5.039780368
PTP4A1,42.56375917,61.71001858,53.49035421,56.26659069,52.77477334,39.17620931,89.42136792,63.05776619,54.41441111,25.93985799,18.20397317,44.72251258,29.16625575,13.49883588,14.46970223
PTP4A2,50.23469624,49.70201737,47.85151799,54.11736269,64.04265594,56.06021909,74.40223343,78.57666166,78.49506639,56.98780154,88.58054521,96.78769798,94.86050418,80.92744205,111.3277232
PTP4A3,0.253873104,0.494455399,0.076008405,0.16189652,0.317090395,1.765691115,0.471121815,0.158697402,0.150495206,0.824739479,0.07412369,0.072423806,0.076849767,0,0.073218139
PTPDC1,4.079510558,3.792146525,4.601017113,5.166106959,4.082074256,2.249938404,1.677554051,1.738720454,2.720611662,2.217929869,2.517553289,2.360631844,2.294399328,1.925613488,1.704659193
PTPLA,5.347068714,5.29108891,5.422359365,4.289824233,5.08970115,5.398394566,5.921644362,4.528522033,6.671762204,6.494887933,10.34918704,9.521375483,8.693490216,6.440176676,7.834957051
PTPLAD1,103.6542992,88.65702439,92.56430568,80.46398338,78.40336785,57.40774313,68.17197284,71.79048978,61.86253668,60.73670584,47.27353866,48.38461102,48.182504,47.62287815,39.46055976
PTPLAD2,2.706545465,2.093054844,1.930484661,2.512826067,2.684519533,0,0,0,0,0,0,0,0,0,0
PTPLB,25.44976276,30.7020562,19.70276173,18.1673264,13.69926677,16.71252737,16.82940793,22.52754406,21.61653797,15.81741299,12.3104025,9.589961372,11.64205986,8.509497134,5.997842397
PTPMT1,15.8794847,16.86598192,16.36888162,16.33086828,17.45721498,19.18243241,23.89516091,23.41435366,21.4360098,20.26527738,11.67496813,13.09718453,12.96360204,9.715235682,10.07299878
PTPN1,54.62620348,55.97694378,45.46173649,42.98616243,41.3321019,70.92583129,72.44904455,72.79903514,70.97092479,57.9152701,57.1375625,69.3840156,61.52329052,69.32985657,80.29177036
PTPN11,22.26286088,22.86508514,28.75509949,25.01718464,26.65063535,31.21957504,38.6106426,44.85140377,41.46652039,32.63148945,57.57033849,57.43814568,47.53220586,50.60049115,45.59741127
PTPN12,88.75348277,79.1389588,82.57293081,78.45543649,56.52662856,61.62686005,50.62909087,48.47043191,65.8774618,66.57896885,39.16968269,22.32498421,23.68930771,24.57282911,19.8484447
PTPN13,3.73235198,3.455480541,6.598454742,9.717528566,8.075989585,1.728716243,1.207218754,1.047436157,1.086786993,1.769850169,3.09655021,2.395685272,2.494351506,1.741952533,2.581150666
PTPN14,8.359852654,14.52646182,12.59985615,10.5553207,8.357430048,12.34563525,13.03181187,10.36246931,11.33298419,10.98010667,11.89082278,10.08244114,10.80520411,10.76192303,10.22204299
PTPN18,12.50392502,12.17662118,8.719773726,8.786890588,7.741620697,14.99428235,14.31008438,14.02895413,12.78483228,14.67132633,11.70584588,11.98954495,12.02475778,22.65493194,9.409758098
PTPN2,4.123889934,5.496999484,4.859883545,3.804862266,2.931564057,19.34224761,22.82288146,25.8883475,19.21894844,18.03540308,5.431070084,8.88591618,6.693227842,3.467172049,4.377813957
PTPN21,2.593549658,3.603040401,2.231748639,2.151256989,1.529074682,3.701966682,6.664080615,5.816061882,4.628472177,5.833024704,5.750805694,6.286363064,7.247001012,5.451275372,3.452267633
PTPN22,0.030899029,0.120360854,0,0.029556766,0.057889858,0,0.057340484,0.028972716,0.054950552,0,7.415782601,5.897060765,5.471753951,6.258759829,3.368516074
PTPN23,22.14556842,17.51967371,15.77416309,16.49203518,17.63529894,37.61517646,24.8008979,31.12736611,38.73597325,44.49772429,22.5680229,16.93651966,19.1385269,30.78723829,18.2155822
PTPN3,2.58821544,1.646704509,2.200714426,2.651838228,2.4353086,0.020870813,0,0.021572093,0.010228575,0,3.566832875,2.195374801,3.280157285,3.210501025,2.368743895
PTPN4,1.228228262,0.935641701,1.49462714,2.122352408,2.152648118,0.907549313,1.305065387,1.225958347,1.312323482,1.316368013,1.622409949,1.780174608,1.987910328,0.943064272,1.319779467
PTPN5,0.035955234,0.490196931,0.322944802,1.272553123,2.896598003,0,0,0,0.03197123,0,0.031493702,0.030771454,0,0,0.093326852
PTPN6,0.044169145,0.086025939,0.158688394,0.21125212,0.165503294,0.280484257,0.081966335,0.165662178,0.117825008,0.078266813,0.038688384,0.151204561,0.080222484,0.082457983,0.038215737
PTPN7,0,0,0,0,0,0,0,0.024528306,0.023260572,0,0,0,0,0,0.022633224
PTPN9,19.20642221,20.20888685,24.34670041,22.50649404,19.86871668,10.43858091,8.658209246,13.09749242,12.64962266,11.41208836,12.81169068,14.67360014,17.70183053,11.32852916,11.07018095
PTPRA,27.05271797,23.66594149,22.31170801,20.91360914,23.61521745,40.77399395,40.52003175,38.12905695,41.70568569,43.99236772,13.98403552,11.6732964,10.66129564,16.25229214,10.25562323
PTPRB,8.117711499,7.491688079,5.091431072,4.109255365,4.329475693,0.591285444,0.705568277,0.592633437,0.676160429,0.682472346,0.05190087,0.050710624,0.071746199,0.018436374,0.093989151
PTPRC,0,0,0.013653836,0.029082423,0.028480405,0,0.014105063,0.014253873,0.013517169,0,0.013315274,0.039029741,0,0,0.013152604
PTPRCAP,2.982659093,2.420487288,1.897612265,3.090849103,4.074629059,4.509660257,1.960323849,1.747946024,1.54709735,1.431411127,1.959415208,1.59539983,1.580037983,1.276053198,2.688163193
PTPRD,1.651448286,1.327590867,1.851645465,1.728137895,1.816956026,0.010054724,0.02056815,0.020785146,0.009855438,0.019639814,2.16493652,1.669464869,2.103643349,2.03811486,2.349459917
PTPRE,11.39264192,19.65924519,17.28721594,15.08466637,14.14012575,13.32248236,13.87308844,17.10718252,8.729868865,2.102112245,2.597758938,4.516217658,4.717914694,4.543912171,2.088211605
PTPRF,18.74530977,22.35695463,22.1522678,13.88746797,13.0947713,50.23569372,34.67817227,33.23989215,38.84504478,55.10651624,0.497940961,0.261973193,0.34416929,0.244910766,0.655810313
PTPRG,3.628460718,4.722316813,6.411459888,7.330931579,6.623268559,15.58151045,12.9163063,16.07326816,17.17234508,14.40641497,8.896046988,9.852905853,10.14708229,7.628504553,9.286148146
PTPRG-AS1,0.081327315,0.158396968,0.292188155,0.116691647,0.114276084,0.516447204,0.22638321,0.571928948,0.614684963,0.756579191,0.356178771,0.243607348,0.70162839,0.227741096,0.211096452
PTPRH,1.836572842,1.173702173,0.979440283,4.474328511,8.978469436,1.561963539,0.239638846,0.376704321,0.867569612,0.762742769,1.156238987,0.442065472,0.729681492,1.151808711,3.277369145
PTPRJ,17.09533754,16.28409359,18.83282242,20.18779678,15.10443793,17.36090928,12.17683103,11.07943816,11.31501852,13.01720699,7.328886723,20.28896968,17.36782657,16.68957593,14.67261411
PTPRK,11.13280575,16.88618198,15.88709014,11.77016102,9.262377336,13.1392021,18.6717606,22.37122935,14.7837337,17.58567306,30.12022649,43.62708433,42.68487716,36.81548025,30.29090057
PTPRM,0.805140416,0.70565849,0.95819453,1.213009674,3.299721926,28.37619161,16.99571948,16.75980589,18.1666525,16.81713419,10.31404675,9.905248768,10.27294746,9.788881667,16.63176168
PTPRN,0.172971343,0.028073938,0,0.027576236,0.054010794,1.412238747,2.086431036,1.594848006,1.127905755,0.255418039,5.757306442,10.41169082,13.16855149,12.70131315,19.87945494
PTPRN2,15.36555523,16.96452196,16.59071218,14.9214458,12.73130747,3.940277112,7.410286451,6.349868692,4.817343112,4.944802223,11.94529294,10.71206157,12.53305543,14.05936798,7.394804473
PTPRO,0.044284832,0.028750419,0.013258669,0,0.055312259,0.053565504,0.041090509,0.069206698,0.065629785,0.052314538,0.012929905,0,0.013405433,0.041336977,0.012771944
PTPRQ,0,0,0,0,0,0,0.013852853,0,0,0.01322761,0,0,0,0,0
PTPRR,1.20690243,1.126339177,1.084022616,0.553185565,0.635949084,0.022809847,0.023330146,0.023576281,0.022357753,0,0.947023974,0.516449751,0.479509631,0.11735042,0.826680639
PTPRS,26.12788593,21.14104728,19.09936968,22.98229844,24.82044814,28.37907962,18.00804946,14.27071319,17.83045564,22.55094106,1.531990485,1.877636708,1.839122552,1.546667992,2.707964934
PTPRT,6.95285114,3.63187501,4.538158049,6.922625804,8.709144746,0,0,0,0,0,0,0,0,0,0.007682886
PTPRU,3.47752137,3.775745587,4.164613719,4.454393288,5.335720561,13.09028838,4.394965104,5.790598067,7.801575395,4.161185553,1.260418152,1.419660693,0.998229417,1.958815705,3.925271146
PTPRVP,0,0,0,0,0.051570746,0.024971074,0,0,0.024476143,0,0,0,0,0,0
PTPRZ1,7.073472852,7.399559282,6.775191173,8.352026955,8.166195015,0,0,0,0,0,0,0.01182357,0.012546132,0,0
PTRF,203.9748135,247.1163993,184.2380992,128.1771367,99.25679779,110.0228663,188.8301351,121.9796966,102.9879194,118.7758544,129.325238,167.6120447,179.8832683,184.8090794,148.4099836
PTRH1,11.47942531,15.75826322,14.53429924,11.90684343,16.58363314,12.67228366,7.186486389,5.706096517,9.100620504,7.474816748,17.08137237,10.06113292,12.05758696,6.196793312,13.16309407
PTRH2,55.79481829,49.93255985,37.04638234,48.7771086,71.18798581,47.15590107,96.98733309,91.25577887,59.40939682,56.69224227,39.09718126,37.35434775,36.30198079,29.40257416,25.54267064
PTRHD1,23.84454308,32.4317791,18.58485233,16.96517027,13.66038727,45.94393778,75.5162146,69.8457229,50.81581119,74.02836396,17.60619062,32.54968947,41.69717868,33.29399641,20.97162055
PTS,10.62026758,11.51752854,22.65506196,15.35382219,13.45325599,17.29821662,20.15634661,18.44525968,21.46248542,12.29643697,8.351057454,15.80265738,12.49409355,6.759082641,13.05226989
PTTG1,269.4506436,245.5929409,175.1848553,225.1866899,74.74426295,311.7962951,189.494193,175.0160416,238.3273358,289.0855087,294.3955608,210.9571203,143.9132769,297.0294055,223.4070511
PTTG1IP,156.8342874,168.3436918,163.794724,140.2920995,143.7772679,101.9308885,87.37959323,81.60685372,88.27742016,90.53891624,69.35050216,74.65556645,74.87125236,78.33520066,73.02413386
PTTG2,0,0,0.52730831,0,0,0,0,0,0,0,0,0,0,0,0
PTX3,6.805056765,9.175745076,15.72456237,7.121441959,4.576704095,6.015090961,34.70111178,22.14197247,10.65394232,13.3467128,16.09883934,10.90124026,35.65305742,7.817935835,11.1214499
PTX4,0,0,0,0.151649905,0,0,0,0.074326631,0,0,0.069432317,0,0,0,0.068584079
PUF60,54.64037669,63.09729779,60.79494552,56.70502045,50.87803686,73.43654151,105.4500666,89.26279271,87.46446103,91.45338748,50.1552834,53.20950731,44.31637629,42.08655458,40.23856158
PUM1,21.72757757,21.87228277,22.67396358,28.67273048,27.76545959,29.16732687,30.08513047,28.34167615,28.8870307,28.07815009,22.31341933,23.79019144,25.62423821,24.24763892,16.29970373
PUM2,17.61532868,17.29792863,22.79670056,22.07276645,21.30483199,19.41050462,19.08309326,19.82058094,21.42041038,21.89882628,14.18546213,11.31859294,11.75903294,9.021990917,9.767019326
PURA,6.834720492,7.21564909,7.228924807,7.943143567,7.220245332,10.83602616,11.12271084,12.65754169,12.11693926,10.65842012,3.935136258,3.990669368,4.137867833,4.750040869,2.984379075
PURB,13.53530795,15.10550611,14.70253485,14.40970069,16.07909487,16.02233458,21.92345029,17.78439834,19.63925095,14.66807584,7.2832962,8.765029443,6.490157277,4.814731544,6.334010829
PURG,0.239319869,0.145659632,0.08060764,0.171692806,0.616508555,0.35279594,0.027757177,0.028050018,0.133001336,0.026504367,0.366841447,0.102408184,0.190166461,0.195465686,0.854133891
PUS1,7.74203224,9.80646125,9.920082563,12.01486795,10.90398024,8.300363271,23.3592243,17.71694135,11.69829158,7.96261443,10.00605732,12.69566363,9.194066906,6.973996796,4.637430116
PUS10,1.183408485,1.210053054,1.222358792,1.358401035,1.274853195,0.778330668,0.933340541,0.499334502,0.868132186,0.969851121,0.829251487,0.911513478,0.564210413,0.193310946,0.383962837
PUS3,5.318118364,5.417021672,4.447233645,5.847238729,5.897984527,11.368,11.96761826,14.50119024,11.63187564,8.665375555,3.747989623,4.080555184,4.274414032,2.681762561,2.485763747
PUS7,7.154234481,7.755082778,6.542136417,6.502828045,6.368216928,6.343312467,14.02730703,12.32370553,9.268810403,7.973414707,3.74288446,4.460491116,5.291642755,2.356943751,1.260394954
PUS7L,1.936851464,1.290525237,2.449247553,2.535292911,1.957601251,1.248440765,1.726203965,2.055064975,2.243443564,2.167617344,2.857289773,3.380650918,2.545789695,0.975327118,1.389141605
PUSL1,12.27189827,9.560534386,8.083126098,7.825868867,9.537260792,28.2030152,21.0021546,21.56467323,26.67406151,31.97401286,17.99484087,12.21415809,16.09754711,14.8490868,14.70763455
PVALB,0,0.191904018,0,0,0,0.357540372,0,0,0.175226935,0.174595198,0,0,0,0,0
PVR,16.39861191,21.19045907,18.03347718,19.68297367,18.68669816,60.57907912,74.67215091,65.90827773,53.60823361,42.99732489,19.41620034,23.44863563,22.90049943,27.80114787,15.7878818
PVRIG,3.304719106,1.189340137,1.871289147,2.130347704,2.288143694,7.429729944,0.866575882,1.077807211,2.619134533,4.391920507,0.692199049,0.061484072,0.521931877,0.536476158,0.559425778
PVRL1,5.660876013,5.620436419,5.366071547,5.379689197,8.7920613,9.601710714,6.92925935,9.319195338,10.13283505,8.805675824,2.277330032,0.931071826,0.70330171,2.16870026,1.770889617
PVRL2,46.09682246,51.79873264,47.40730332,52.26780458,44.59931845,38.92899568,28.72907418,18.62552611,27.25129295,34.4720759,37.61510842,31.49055968,29.00548807,39.4671816,46.51266738
PVRL3,8.601032244,8.616577386,10.1820375,11.34813904,9.986470217,9.222670529,14.0807643,10.87669911,11.91153823,10.07297658,7.51933423,12.15551168,8.6787101,5.029346348,4.747309558
PVRL3-AS1,0.099928775,0,0.089754606,0.191175678,0.093609133,0.181305933,0.185441566,0,0.266568635,0.265607588,0.612703268,0.769695556,0.181496258,0.093276938,0.345838867
PVRL4,0.225310568,0.156723442,0.375831394,0.338679013,0.27136491,0,0.059731035,0.030180602,0,0.057035096,0.028193248,0,0.029230123,0,0
PVT1,19.90341228,19.57624299,10.9049469,14.3425642,14.23211435,6.981612346,9.418554194,8.087122452,6.253301667,5.349046055,4.765206549,3.293215753,3.072724164,4.211132595,3.558944531
PWP1,20.07419709,20.9112206,23.43946622,21.76245695,22.45164276,27.31623877,39.28438959,31.37121331,31.21025288,30.23540328,23.55093244,30.24727693,24.41707451,19.19219569,14.94740595
